Timestamp,entry.923603719,entry.554932361,entry.1672505170,entry.962003544,entry.255587568,entry.612613808,entry.80696487,entry.1876721597,entry.1521108961,entry.130945040,entry.1075288078,entry.659638895,entry.330886809,entry.1634516718,entry.1775119140,entry.413983438,entry.1273514916,entry.520272558,entry.1000274638,entry.265359321,entry.1572500048,entry.1480233952,entry.1160159915,entry.1627086245,entry.1142213949,entry.98642955,entry.1424986760,entry.457665241,entry.1419529889,entry.1493937335,entry.200474320,entry.1678691419,entry.1127065946,entry.1889439988,entry.682072584,entry.696086050,entry.805206222
09/04/2015 10:50,De 40 a 50 anos,Femenino,Mas de 17 anos,Casado,Gerencial.,Sector comercial,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Muy bueno,Indeciso,Adecuada,Definitivamente si,Adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En todas las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Definitivamente si,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
09/04/2015 10:52,De 18 a 28 anos,Femenino,Menos de 1 ano,Soltero,Tecnico.,Sector industrial,No,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Definitivamente si,Muy adecuada,Probablemente no,Muy adecuadas,"Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Definitivamente si,Probablemente si,Ninguna de las anteriores,No,Probablemente no,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 10:54,De 40 a 50 anos,Masculino,De 12-17 anos,Casado,Administrativo.,Sector industrial,No,Probablemente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Regular,"Ni satisfecho, ni insatisfecho",Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 10:56,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Operativo.,Sector comercial,No,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Malo,Definitivamente no,"Ni adecuada, ni inadecuada",Indeciso,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Definitivamente No,No,No ha habido cambios,Probablemente no,Probablemente no,Ninguna de las anteriores,No,Probablemente no,Ninguna de las anteriores
09/04/2015 14:10,De 29 a 39 anos,Femenino,Menos de 1 ano,Soltero,Administrativo.,Sector comercial,Si,Probablemente si,Indeciso,Probablemente si,Alto,Bueno,"Ni satisfecho, ni insatisfecho",Probablemente si,Utiles,Definitivamente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Muy amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 14:46,De 18 a 28 anos,Femenino,De 1-5 anos,Union libre,Gerencial.,Sector comercial,Si,Definitivamente si,En desacuerdo,Probablemente si,Alto,Bueno,Muy satisfecho,Probablemente si,Utiles,Indeciso,Regular,Probablemente si,Adecuada,Definitivamente si,Adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente no,Revision periodica del ambiente de trabajo
09/04/2015 14:59,De 40 a 50 anos,Femenino,De 1-5 anos,Union libre,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Indeciso,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente no,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Indeciso,Si,En ninguna de las areas de trabajo,No,Probablemente no,No,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,"Utilizacion de equipos de trabajo y equipo de proteccion, Revision periodica del ambiente de trabajo"
09/04/2015 15:01,Mas de 51 anos,Femenino,De 6-12 anos,Soltero,Tecnico.,Sector de servicios,Si,Probablemente si,En desacuerdo,Definitivamente no,Alto,Bueno,Muy satisfecho,Definitivamente si,Muy utiles,Probablemente si,Malo,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente si,"Ni adecuadas, ni inadecuadas",Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,No,Probablemente no,Si,Han disminuido,Definitivamente si,Definitivamente si,Uso de Extintores en alguna areas,No,Probablemente si,Diseno de procesos seguros
09/04/2015 15:05,De 29 a 39 anos,Femenino,Menos de 1 ano,Casado,Operativo.,Sector comercial,Si,Indeciso,En desacuerdo,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Excelente,Indeciso,Adecuada,Probablemente no,"Ni adecuadas, ni inadecuadas",Amplio,Probablemente si,Motivador y enriquecedor,Indeciso,Si,En ninguna de las areas de trabajo,No,Definitivamente no,No,Han disminuido,Probablemente no,Definitivamente no,Ninguna de las anteriores,No,Definitivamente no,Ninguna de las anteriores
09/04/2015 15:08,De 29 a 39 anos,Femenino,De 1-5 anos,Union libre,Tecnico.,Sector comercial,Si,Definitivamente si,Indeciso,Indeciso,Alto,Bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Definitivamente si,Muy motivador y muy enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente no,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 15:11,De 18 a 28 anos,Femenino,Menos de 1 ano,Soltero,Operativo.,Sector comercial,Si,Definitivamente si,De acuerdo,Definitivamente no,Alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Probablemente si,Excelente,Probablemente si,Muy adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Poco motivador y poco enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Indeciso,No,Han disminuido,Indeciso,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Diseno de procesos seguros
09/04/2015 15:14,De 18 a 28 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente si,En desacuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente no,Utiles,Probablemente si,Regular,Indeciso,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Poco motivador y poco enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Indeciso,Uso de Senalizacion de areas de peligro,No,Probablemente si,Diseno de procesos seguros
09/04/2015 15:16,De 40 a 50 anos,Femenino,De 12-17 anos,Casado,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Muy satisfecho,Definitivamente si,Utiles,Definitivamente si,Muy bueno,Indeciso,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Definitivamente si,Uso de Extintores en alguna areas,No,Definitivamente si,"Diseno de procesos seguros, Todas las anteriores"
09/04/2015 15:16,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Tecnico.,Sector comercial,No,Probablemente si,Muy de acuerdo,Definitivamente si,"Ni alto, ni bajo",Bueno,Muy satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente si,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
09/04/2015 15:18,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Administrativo.,Sector comercial,No,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente no,Muy adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Definitivamente si,No,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
09/04/2015 15:18,Mas de 51 anos,Femenino,Mas de 17 anos,Casado,Gerencial.,Sector de servicios,Si,Probablemente si,En desacuerdo,Probablemente si,Alto,Bueno,Satisfecho,Definitivamente si,Utiles,Probablemente si,Muy bueno,Indeciso,"Ni adecuada, ni inadecuada",Probablemente si,Muy adecuadas,Muy amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Definitivamente no,Si,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,Si,Probablemente si,Diseno de procesos seguros
09/04/2015 15:20,De 29 a 39 anos,Masculino,De 1-5 anos,Soltero,Administrativo.,Sector comercial,No,Probablemente si,Muy de acuerdo,Definitivamente si,Muy alto,Bueno,Satisfecho,Probablemente si,"Ni utiles, ni inutiles",Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Indeciso,Probablemente si,Ninguna de las anteriores,No,Probablemente no,Ninguna de las anteriores
09/04/2015 15:29,Mas de 51 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector comercial,Si,Definitivamente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente si,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente no,No,Han disminuido,Indeciso,Probablemente si,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
09/04/2015 15:31,De 18 a 28 anos,Masculino,Menos de 1 ano,Soltero,Tecnico.,Sector comercial,No,Probablemente si,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Ninguna de las anteriores,No,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 16:04,De 29 a 39 anos,Femenino,Menos de 1 ano,Casado,Operativo.,Sector comercial,Si,Probablemente si,En desacuerdo,Probablemente si,Alto,Bueno,Satisfecho,Indeciso,"Ni utiles, ni inutiles",Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente si,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Diseno de procesos seguros
09/04/2015 16:08,De 29 a 39 anos,Femenino,Menos de 1 ano,Casado,Operativo.,Sector de servicios,Si,Probablemente no,De acuerdo,Probablemente si,"Ni alto, ni bajo",Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Probablemente si,Diseno de Manual de Seguridad,No,Probablemente si,Diseno de procesos seguros
09/04/2015 16:11,De 18 a 28 anos,Masculino,De 1-5 anos,Union libre,Operativo.,Sector comercial,Si,Probablemente no,En desacuerdo,Probablemente no,Alto,Bueno,Satisfecho,Definitivamente si,Utiles,Probablemente si,Muy bueno,Definitivamente si,Adecuada,Probablemente no,Adecuadas,Muy amplio,Probablemente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En todas las areas de trabajo,No,Definitivamente no,No,Han disminuido,Probablemente si,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,"Diseno de procesos seguros, Revision periodica del ambiente de trabajo"
09/04/2015 16:31,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Administrativo.,Sector comercial,Si,Definitivamente si,En desacuerdo,Indeciso,Alto,Bueno,Muy satisfecho,Definitivamente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Muy adecuadas,Muy amplio,Probablemente no,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Extintores en alguna areas,No,Indeciso,Diseno de procesos seguros
09/04/2015 16:33,De 29 a 39 anos,Masculino,De 1-5 anos,Union libre,Operativo.,Sector de servicios,Si,Probablemente si,Indeciso,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Muy bueno,Indeciso,Muy adecuada,Probablemente no,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente no,No,Han disminuido,Indeciso,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Diseno de procesos seguros
09/04/2015 16:35,De 29 a 39 anos,Femenino,De 1-5 anos,Soltero,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Muy adecuada,Probablemente si,Adecuadas,Limitado,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Diseno de procesos seguros
09/04/2015 16:37,Mas de 51 anos,Femenino,De 12-17 anos,Union libre,Gerencial.,Sector comercial,Si,Probablemente si,Indeciso,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Muy bueno,Indeciso,Muy adecuada,Probablemente si,"Ni adecuadas, ni inadecuadas",Limitado,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Indeciso,"Utilizacion de equipos de trabajo y equipo de proteccion, Diseno de procesos seguros"
09/04/2015 16:39,De 29 a 39 anos,Femenino,De 1-5 anos,Union libre,Tecnico.,Sector de servicios,Si,Definitivamente si,De acuerdo,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente no,Poco motivador y poco enriquecedor,Definitivamente no,No,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Probablemente no,Probablemente no,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
09/04/2015 16:42,De 40 a 50 anos,Masculino,De 1-5 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente si,Indeciso,Indeciso,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente no,Adecuada,Probablemente no,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 16:44,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Gerencial.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Bueno,Satisfecho,Probablemente si,Muy utiles,Probablemente no,Regular,Indeciso,Adecuada,Probablemente no,Muy adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Probablemente no,Si,En ninguna de las areas de trabajo,No,Probablemente no,No,Han disminuido,Indeciso,Probablemente si,Diseno de Manual de Seguridad,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 16:46,De 40 a 50 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector de servicios,Si,Definitivamente si,En desacuerdo,Probablemente no,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Definitivamente no,No,Han disminuido,Indeciso,Indeciso,Uso de Senalizacion de areas de peligro,No,Indeciso,Revision periodica del ambiente de trabajo
09/04/2015 16:48,De 18 a 28 anos,Masculino,De 1-5 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente no,De acuerdo,Probablemente si,Alto,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente no,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 16:52,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector comercial,Si,Indeciso,De acuerdo,Probablemente si,Bajo,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Definitivamente si,"Ni adecuada, ni inadecuada",Probablemente si,"Ni adecuadas, ni inadecuadas",Limitado,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Revision periodica del ambiente de trabajo
09/04/2015 16:55,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector comercial,Si,Probablemente si,De acuerdo,Indeciso,Bajo,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,"Utilizacion de equipos de trabajo y equipo de proteccion, Revision periodica del ambiente de trabajo"
09/04/2015 16:57,De 29 a 39 anos,Masculino,De 1-5 anos,Union libre,Gerencial.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Bajo,Bueno,Satisfecho,Probablemente si,Muy utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente si,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Probablemente si,Uso de Senalizacion de areas de peligro,No,Indeciso,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 16:59,De 40 a 50 anos,Masculino,De 6-12 anos,Soltero,Administrativo.,Sector comercial,Si,Definitivamente si,De acuerdo,Definitivamente si,Bajo,Bueno,Satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Malo,Indeciso,"Ni adecuada, ni inadecuada",Probablemente si,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Definitivamente si,Motivador y enriquecedor,Definitivamente si,Si,En algunas areas de trabajo,No,Definitivamente no,No,Han disminuido,Indeciso,Definitivamente si,Todas las anteriores,No,Probablemente no,"Utilizacion de equipos de trabajo y equipo de proteccion, Revision periodica del ambiente de trabajo"
09/04/2015 17:01,Mas de 51 anos,Femenino,De 6-12 anos,Casado,Gerencial.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Bajo,Bueno,Satisfecho,Probablemente si,Utiles,Indeciso,Muy bueno,Probablemente si,"Ni adecuada, ni inadecuada",Probablemente si,"Ni adecuadas, ni inadecuadas",Muy amplio,Definitivamente si,Motivador y enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente no,Probablemente si,Uso de Extintores en alguna areas,No,Definitivamente si,"Utilizacion de equipos de trabajo y equipo de proteccion, Revision periodica del ambiente de trabajo"
09/04/2015 17:11,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Tecnico.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Bajo,Bueno,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente si,Adecuadas,Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Probablemente no,No,Han disminuido,Probablemente si,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente si,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 20:36,De 29 a 39 anos,Masculino,De 6-12 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,"Ni alto, ni bajo",Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Regular,Probablemente si,Adecuada,Probablemente no,Adecuadas,Limitado,Probablemente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En ninguna de las areas de trabajo,Si,Probablemente si,Si,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,No,Indeciso,Todas las anteriores
09/04/2015 18:15,De 18 a 28 anos,Masculino,De 1-5 anos,Soltero,Operativo.,Sector de servicios,No,Probablemente si,Muy de acuerdo,Definitivamente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Utiles,Definitivamente si,Excelente,Probablemente si,Adecuada,Probablemente si,"Ni adecuadas, ni inadecuadas",Amplio,Probablemente si,Motivador y enriquecedor,Probablemente si,No,En algunas areas de trabajo,No,Probablemente no,No,No ha habido cambios,Probablemente No,Probablemente si,Todas las anteriores,Si,Probablemente si,Todas las anteriores
09/04/2015 18:17,De 18 a 28 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Probablemente si,Adecuada,Probablemente no,Adecuadas,Limitado,Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En todas las areas de trabajo,No,Definitivamente No,No,Han disminuido,Probablemente si,Probablemente si,Uso de Extintores en alguna areas,No,Probablemente si,Todas las anteriores
09/04/2015 18:25,De 40 a 50 anos,Femenino,De 6-12 anos,Union libre,Tecnico.,Sector de servicios,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Definitivamente si,Utiles,Definitivamente si,Muy bueno,Definitivamente si,Muy adecuada,Probablemente si,Adecuadas,Muy amplio,Definitivamente si,Motivador y enriquecedor,Definitivamente si,No,En algunas areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Definitivamente si,Todas las anteriores,Si,Probablemente si,Todas las anteriores
09/04/2015 17:21,De 18 a 28 anos,Masculino,Menos de 1 ano,Soltero,Tecnico.,Sector de servicios,No,Probablemente si,De acuerdo,Probablemente si,Alto,Regular,Satisfecho,Probablemente si,Utiles,Probablemente si,Muy bueno,Indeciso,Adecuada,Probablemente si,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Probablemente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Definitivamente No,No,Han disminuido,Indeciso,Probablemente si,Uso de Extintores en alguna areas,Si,Probablemente si,Todas las anteriores
09/04/2015 17:11,De 29 a 39 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector industrial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Muy bueno,Muy satisfecho,Definitivamente si,Muy utiles,Definitivamente si,Excelente,Definitivamente si,Muy adecuada,Definitivamente si,Muy adecuadas,Muy amplio,Definitivamente si,Muy motivador y muy enriquecedor,Definitivamente si,Si,En ninguna de las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Probablemente si,Probablemente si,Todas las anteriores,No,Indeciso,Todas las anteriores
09/04/2015 17:11,De 29 a 39 anos,Femenino,De 1-5 anos,Casado,Operativo.,Sector de servicios,Si,Probablemente si,De acuerdo,Definitivamente si,Muy alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Muy bueno,Probablemente si,Adecuada,Probablemente no,Adecuadas,Amplio,Definitivamente si,Motivador y enriquecedor,Probablemente si,Si,En algunas areas de trabajo,No,Indeciso,No,Han disminuido,Probablemente si,Definitivamente si,Uso de Senalizacion de areas de peligro,No,Indeciso,Utilizacion de equipos de trabajo y equipo de proteccion
09/04/2015 17:11,Mas de 51 anos,Masculino,Mas de 17 anos,Casado,Tecnico.,Sector industrial,Si,Definitivamente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente si,Muy utiles,Definitivamente si,Regular,Indeciso,Adecuada,Definitivamente si,Adecuadas,Amplio,Definitivamente si,Muy motivador y muy enriquecedor,Probablemente si,Si,En todas las areas de trabajo,No,Definitivamente No,Si,Han disminuido,Indeciso,Probablemente si,Uso de Senalizacion de areas de peligro,No,Probablemente no,Ninguna de las anteriores
09/04/2015 17:11,De 29 a 39 anos,Femenino,De 1-5 anos,Soltero,Administrativo.,Sector de servicios,Si,Indeciso,Indeciso,Indeciso,"Ni alto, ni bajo",Regular,"Ni satisfecho, ni insatisfecho",Indeciso,"Ni utiles, ni inutiles",Indeciso,Regular,Indeciso,"Ni adecuada, ni inadecuada",Indeciso,"Ni adecuadas, ni inadecuadas","Ni amplio, ni limitado",Indeciso,Poco motivador y poco enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Indeciso,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
09/04/2015 17:11,De 40 a 50 anos,Femenino,De 6-12 anos,Casado,Administrativo.,Sector comercial,Si,Probablemente si,De acuerdo,Probablemente si,Muy alto,Bueno,Satisfecho,Probablemente no,"Ni utiles, ni inutiles",Probablemente si,Malo,Indeciso,Inadecuada,Probablemente si,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Indeciso,No,En algunas areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Indeciso,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
09/04/2015 17:11,De 29 a 39 anos,Masculino,De 6-12 anos,Union libre,Operativo.,Sector de servicios,No,Probablemente si,En desacuerdo,Probablemente no,"Ni alto, ni bajo",Regular,Satisfecho,Probablemente si,"Ni utiles, ni inutiles",Indeciso,Regular,Probablemente no,Adecuada,Indeciso,Adecuadas,"Ni amplio, ni limitado",Probablemente si,Poco motivador y poco enriquecedor,Probablemente si,No,En ninguna de las areas de trabajo,No,Definitivamente no,No,No ha habido cambios,Indeciso,Probablemente si,Ninguna de las anteriores,No,Indeciso,Ninguna de las anteriores
